Tanggal,DKI Jakarta,Pasar Glodok,Pasar Senen Blok III - VI,Pasar Minggu,Pasar Kramat Jati,Pasar Sunter Podomoro
25-Nov-23,16116,18000,16000,18000,16000,17000
26-Nov-23,16098,18000,16000,18000,16000,17000
27-Nov-23,16151,18000,16000,18000,16000,17000
28-Nov-23,16134,18000,15000,18000,16000,17000
29-Nov-23,16232,18000,15000,18000,16000,17000
30-Nov-23,16131,18000,15000,18000,16000,17000
1-Des-23,16274,18000,16000,18000,16000,17000
2-Des-23,16321,18000,16000,18000,17000,17000
3-Des-23,16275,18000,16000,18000,16000,17000
4-Des-23,16273,18000,16000,18000,16000,17000
5-Des-23,16262,18000,16000,18000,16000,17000
6-Des-23,16295,18000,16000,18000,16000,17000
7-Des-23,16222,18000,16000,18000,16000,17000
8-Des-23,16256,18000,16000,18000,17000,17000
9-Des-23,16307,18000,17000,18000,17000,17000
10-Des-23,15786,18000,17000,18000,17000,
11-Des-23,16298,18000,17000,18000,17000,
12-Des-23,16291,18000,17000,18000,17000,
13-Des-23,16366,18000,17000,18000,17000,
14-Des-23,16442,18000,17000,18000,17000,
15-Des-23,16400,18000,,18000,,
16-Des-23,16329,18000,,18000,,
17-Des-23,16357,18000,,18000,,
18-Des-23,16364,,,,,
19-Des-23,16442,,,,,
20-Des-23,16409,,,,,
